polarity,reviews
1.0,stumbl upon great pizzeria explor new neighborhood
1.0,hear lot great thing restaur pass daili basi decid tri
1.0,servic howev bright flower garden
1.0,give tri
1.0,stay far away place
1.0,come back
0.0,groceri three time item menu disappoint
1.0,food good part regular food noth special
1.0,touch jalapeno heat contrast would good inde
1.0,tri pad see ew recommend last review sinc one favorit dish
1.0,go back
1.0,eat back patio worth cool music hear well
1.0,locat perfect
1.0,guacamol shrimp appet realli great filet good much like frite come filet good neither us care
0.0,lunch special asbolut steal
1.0,food asian air fusion
1.0,noth fanci realli good food pretti reason price
1.0,chicken pot pie excpetiona cheeseburg huge delict servic profession wan warm
1.0,quit like food ambienc quit sure realli deserv michelin rat display prooudli window
0.0,surpris bad review post tamarind time alway come away extrem satisfi look forward return
1.0,lazi saturday night end go
1.0,italian employe may speak best english add experi
1.0,never eat restaur howev upon read review get take last week
1.0,dinner brunch
1.0,cafe spice probabl time probabl still best indian restaur around union squar
1.0,worth price
1.0,would recommend perfect look place close grand central
1.0,moment enter till moment walk friendli help staff fantast
1.0,servic good food wonder
1.0,friend
1.0,get excel servic advic
1.0,restaur bite noisi someth overlook sit enjoy great meal
1.0,fan spici ethnic food indian includ make friend place long ago
1.0,pleas save frustrat
1.0,say snack realli set proper dinner
1.0,qualiti food restaur accompani fantast live jazz make place perfect
1.0,eat saul mani time food alway consist outrag good
1.0,alway ask bartend season beer
1.0,visit enjoy ambianc fact time sq
1.0,way back nj sinc ny figur grab food
1.0,sandwich tho pricey stuff serv person easili thu cost effect
1.0,compar chinatown restaur simpli fair
1.0,servic food one would expect spend type money
1.0,love atmospher felt like pari
1.0,everi cours better next
1.0,cheap expens either
1.0,staff incred help attent
1.0,present servic thing magic show work
1.0,appar good cook work
1.0,pleasantli supris
1.0,yellowtail particularli good well
1.0,one less manhattanit better
1.0,everyon welcom famili
1.0,eat clam oreganta spectacular salad perfectli marin cucumb tomato lot shrimp basil
0.0,menu chang portion even smaller lentil dish salti beyond edibl basmati rice dish lack flavor
0.0,spice sleek modern cool menu hurt wallet
1.0,patroon featur nice cigar bar great staff
0.0,hey think block walk bad
1.0,afford excel ambient
1.0,look elsewher
1.0,import sushi rival best tokyo
0.0,never cheescak like
1.0,bill littl high worth
0.0,serious doubt ever dine jimmi bronx matter jimmi uptown
1.0,everyon bring alway love
1.0,co worker wait almost hour deliveri discov get order
1.0,worth visit
1.0,real dissapoint
1.0,go date well entertain town guest
1.0,peopl rave ambienc
1.0,meet friend drink lafayett happen walk thai angel famish
1.0,fluke sashimi drizzl jalapeno lime oliv oil fruit oil nice highlight fish sweet
1.0,great sushi experi
1.0,look great meal decent price go del frisco
1.0,charg rice
0.0,steak au poivr one worst
1.0,recent sunday afternoon friend accid find great restaur way see pulitz prize win play doubt
1.0,owner staff japanes well add entir ambianc
1.0,tri conge donut like deep fri dough call ow ley soh delici sweet tast bread
1.0,although tabl may close situat candl light food qualiti servic overcompens
1.0,food delici waiter incred help attent consid one first hour
1.0,spectacular caviar hospit waitstaff felt like royalti enjoy everi second
1.0,go back heartili recommend
1.0,would definit visit
1.0,definit worth trip batteri park citi
0.0,perhap food consid extrem upper east side resid rest us actual eat ethnic food simpli dull
1.0,place real empti first sunday ever open
1.0,littl place definit exceed expect sure get lot food money
1.0,ambienc delight servic impecc
1.0,servic excel ac work well thank god hot
1.0,tasti expens
1.0,get sens peopl care restaur experi nice
1.0,delici cook friendli will take moment speak shake hand
1.0,think chang bite
1.0,friend order special sushi roll excel present tast great
0.0,although warn dinner menu sit take price differ
1.0,staff accomod food absolut delici place love
1.0,p pleas tell anyon famili eat
1.0,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan recommend american friend spici
1.0,smell like stuff old can veget like spinach mushroom calzon
1.0,celebr birthday three us go mare anticip great food
1.0,great deal blue point oyster beer glass wine
1.0,realli like noodl dish rice avenu compar green curri dish
1.0,go pam girlfriend love
1.0,whatev reason price twice high
0.0,rel new area tri pick bgel nd disappoint servic think food over pricey side
1.0,great atmosher worth everi bite
1.0,unpleas experi restaur
1.0,spici tuna roll unusu good rock shrimp tempura awesom great appet share
1.0,staff knowledg full person
1.0,great staff
1.0,complaint would averag cost per meal like worri find seat
1.0,finish delight dinner experi must dessert especi white chocol bread pud gelato hot chocol
1.0,banana tower amaz dessert well
1.0,go friend last saturday
1.0,excel atmospher delici dish good friendli servic
1.0,cool place hang friend coupl healthi drink dessert
1.0,great vibe lot peopl
1.0,like mamoun food well side side kati roll produc tastier food hand
0.0,odd group
1.0,servic bite slow harken back year grow napoli itali thing rush sit dinner tabl night
1.0,either editor idea romanc must share convers next tabl tri speak louder traffic th
1.0,love place
1.0,consist
1.0,ice cake tiramisu resembl noth ever
1.0,great food price reason
1.0,wine list huge def well select
1.0,cool bar great food ton excel beer
1.0,sure tri season alway delici special
1.0,ambienc authent relax alway receiv attent prompt servic
1.0,fresh authent french cuisin substanti portion
0.0,drink get screw act put upon
1.0,one vegetarian entre abbi treasur actual quit surpris delici wintermelon cover assort fresh mushroom veget
1.0,dumpl cannot go wrong
1.0,pizza way expens
1.0,staff also young energ hot
1.0,even better know cook french classic like steak au poivr onglet without burn death overcook
1.0,servic decent smooth would expect place price reput
1.0,wonder meal napl month ago visit nyc
1.0,good drink
1.0,great food spinach corn dumpl massamman curri friendli nonsens servic clean funki bathroom
1.0,friday night
1.0,girl night dinner restaur week
1.0,romant want brightli light
1.0,howev work dinner long ago colleagu london notic larg waterbug ceil
1.0,recommend
1.0,take practic everi guest come visit ny hook new yorker onto peep well
1.0,enough say
1.0,live ny best friend
1.0,chow fun chow see realli bland oili
1.0,even though make reserv pm night dinnerbrok seat tabl one best view
0.0,notic howev tabl look like pita instead naan
1.0,take look rest menu oyster fantast
1.0,review trek brooklyn
1.0,grill chees home afterward better
1.0,pleasantli greet
0.0,red slide door may uniqu block cold air outsid
1.0,great servic great food
1.0,food expens worth everi bite
0.0,sometim get bad food bad servic sometim get good good bad servic
1.0,final seat waitress come twice order check
1.0,summer eat outsid terrac anoth great featur suan
1.0,perfect restaur ny life style get cool design awsom drink food lot good look peopl eat hang pink bar
1.0,recommend cours requir
1.0,wait bar approx
1.0,fella say best taiwanes restaur town
1.0,yeah good
1.0,love seafood would love place
1.0,good fast servic
1.0,dakshin one afford tasti indian restaur upper east side
1.0,charg differ price time
1.0,dine thalia slightli deceiv beauti outsid bland insid
1.0,love pongsri th compar suan slow servic overpric
1.0,friend experi amaz chees delici new summer menu artisan last night
1.0,come back much
1.0,go back
1.0,charmingli small lead atmosher extrem cozi romant even
1.0,obviou one restaur idea experi japanes cuisin
1.0,term food noth special limit sever appet
1.0,love jazz band fri sit
1.0,overal excel restaur
1.0,begin tell minut wait start leav host offer call us cell phone tabl readi
1.0,server give sampl slice order wait shortli might add
1.0,servic ok
0.0,ask certain dish prepar comparison similar thai restaur repli mcdonald everi place make thing differ understand everi place inde differ need uncourt custom downright rude
1.0,eat first time absolut love
1.0,expect sit insid though tabl alway full
1.0,staff accomod ambianc excit yet relax food world
1.0,food delici halibut special husband steak servic top notch
0.0,manag claim could compens us anyth bill show lack sophist entir group
1.0,far favorit place neighborhood
1.0,far east
1.0,satisfi
1.0,highli highli highli recommend
1.0,place get yummi authent japanes comfort food
1.0,take advanatag half price sushi deal saturday well worth
1.0,come crowd saturday night seat right away despit minut late reserv
1.0,place cool enough east villag french enough make feel like could bistro back alley pari
1.0,fast order appet platter sinc hungri
1.0,staff attent smile face
1.0,best shabu shabu restaur tri state area
1.0,dress cod attitud plenti comfort companionship great place relax alway busi midtown
1.0,largest freshest piec sushi delici
1.0,even pasta delici rariti new york pizza restaur
1.0,look menu lot choic dumpl appet section
1.0,mayb say look promis peopl like arteri clog jewish deli food turn poorli run aw
1.0,rd time manag rememb treat like usual custom
1.0,place greatli welcom desol littl strip prospect expressway greenwood cemeteri wasteland like call sliv
1.0,could get toaster
1.0,find return quit often
1.0,make authent neapolitan pizza open brick oven lightli fri zucchini blossom visit regular grow legion check newcom
1.0,wait staff blantent unappreci busi best pie uw
0.0,ingredi tast fresher crust thinner crispier slice less oili never burn like occasion joe
1.0,fish fresh
1.0,price cheap compar qualiti servic food
1.0,go alreadi neighborhood want bother go farther better place
1.0,top spot town vietnames classic better place cost lot
1.0,less wait time
1.0,perfect quiet relax delici accompani afternoon theater
0.0,decor realli blah hip happen
1.0,discov ping internet enter qualm instantli put eas fish tank greet u walk
1.0,cannot go wrong red eye grill
1.0,appear owner first ventur show
1.0,come famili pizzeria owner almost asham say pizza fornino blow famili receipi away
1.0,go twice month
1.0,order beef noodl soup dish thai section menu noth get thai
1.0,huge select differ cream chees salad great
1.0,lobster sandwich good spaghetti scallop shrimp great
1.0,food authent
1.0,dim sum delect price quit easi wallet
1.0,tri simpl dish spinach ravioli light oil garlic sauc actual fair better nyc italian joint tri similar dish
0.0,worst excus japanes food ever encount
1.0,million better place go citi
1.0,celebr make sweat ride like around part yawn wonder what hype
1.0,okay mind oili part caus cook way way bland
1.0,order chicken teriyaki dish find chicken extrem dri
1.0,love
1.0,want someth realli differ tri jekyl hyde
1.0,reserv pm seat pm
1.0,pam special fri fish amaz
1.0,locat greenewich villag
1.0,excus lousi servic
0.0,three strike restaur
1.0,bring parti ten everi week
1.0,boyfriend new england chowder good think award go lobster bisqu
1.0,littl inconsist either way pizza realli good
1.0,overal restaur expens sushi favorit everyth delici
1.0,would return place
1.0,enough win glass either
1.0,duck breast special last visit incred
1.0,must say littl pricey food spectacular view
1.0,innov french indian fusion great job make dish interest possibl still access
1.0,take seat bar back half restaur saw woman get nudg time sit
1.0,gimmick food speak fresh prepar
1.0,worri would troubl get somehow manag short wait
1.0,wife fri shrimp huge love
1.0,everyth good eater
0.0,one go lucki strike food
1.0,servic aw last time mean last time tell need tabl would leav
1.0,could get appet chees fondu
1.0,exemplifi soho cute artsi interest
1.0,tri everyth matter good
1.0,time wait well half hour tabl even though reserv
1.0,happi regular place would warmli recommend anyon
1.0,eat taj mahal twenti year find excel indian eateri block indian restaur
1.0,night without reserv wait bar littl manag nice make wait great experi
1.0,tri green curri
1.0,scallop appet delici sauc wonder
1.0,also seat promptli time reserv servic quick profession
1.0,rare wait seat curri masaman green red full flavor come super spici ask
1.0,food sastifi
1.0,highli recommend anyon give place tri
1.0,highli recommend visit restaur dinner drink
1.0,bar well stock interest beer well price win
1.0,agre
1.0,last memori day tri make reserv tell close weekend interest
1.0,food good
1.0,great wine select gigonda worth price hous champagn great valu
1.0,night hard hear convers everyon els compet luxuri music play background also volumin
1.0,thai
1.0,enjoy everyth ever get fish fresh alway prepar great way
1.0,particularli love yellowfun tuna mussel select
1.0,love visit murray bagel fix
1.0,make earli dinner reserv thoroughli impress remind grandfath old school italian sceneri lot fun stuff admir
1.0,recommend
1.0,place nice calm
1.0,chees plate vari delight great bargain
1.0,could drink glass water still parch watch
1.0,sit get great fast servic
1.0,server attent friendli quit attract
1.0,think local rate place high
1.0,servic averag
1.0,do realli nice job offer typic pizzeria fave plu terrif special like godmoth pizza sort tradit flat pizza oliv oil brush crust less tomato sauc usual
1.0,go girl
0.0,forget sandwich includ plastic fork includ pita hummu platter
1.0,steak good fish good sushi surprisingli great
1.0,asian fusion mani place downtown
1.0,old school meet new world
1.0,reluct write would want jem pizza place becom overcrowd
0.0,servic poor restaur poorli light staff attent would rather eat mcdonald joint
1.0,probabl one new favorit place
1.0,number place alot work order truli earn call reput
1.0,famili would go celebr occass prefer smaller quiter restaur
1.0,one east side much better one west side
1.0,know
1.0,gf still choos eat lot divers cocktail chill decor decent sushi
1.0,end dinner surprisingli light flaki appl tart tatin
1.0,buffet nice select
1.0,waitstaff friendli
1.0,restaur great place
1.0,step cosett miracul small beat path parisian bistro
1.0,sever time total smite
1.0,terribl experi
1.0,love place
1.0,servic slow wait order get food although crowd
1.0,return tri chocol
1.0,regular slice slice mushroom mushroom
1.0,real galleri star visit
1.0,food averag servic pathet ambienc
1.0,realli enjoy show put actor
1.0,first time new york tri new york bagel
1.0,servic effici courteou
1.0,one definint least favorit
1.0,urg friend month check mermaid inn
0.0,miso soup lack flavor fish unfortun well prepar past
1.0,everytim husband go never disappoint
1.0,best bagel
0.0,disappoint
1.0,read preview review peopl either new yorker appreci ambienc food
1.0,toon recent redo attract space
1.0,filet side appet drink
1.0,price noth special portion huge
1.0,nice quiet locat go eat good meal relax abl talk good time
1.0,arriv dinner expect impress place impress past past
1.0,howev think place good hang spot
1.0,menu prix fix prepar spend least per person well worth itsuperb food
1.0,rao good restaur noth special
1.0,wine list extens impress
1.0,wonder waitress
1.0,staff littl bistro friendli never experi incompet
1.0,quail fantast uniqu pasta full flavor
1.0,leav pm pack noisi
0.0,okay never write seem fair balanc posit neg review concern green bo time speak live chinatown
1.0,zucchini mash potato blend garlic butter simpli melt mouth
1.0,staff courteou friendli
1.0,never fail pleas
1.0,decor nice though servic spotti
1.0,asid rush servic impress food drink
1.0,absolut visit
1.0,make sure spici scallop roll
1.0,would highli recommend place anyon look fine indian din experi definit valu dollar
1.0,even pub atmospher great kid
1.0,big draw sushi
1.0,consid best grand sichuan restaur nyc
1.0,spend definetli come back friend
1.0,go villag last night birthday
1.0,worker ignor talk femal custom time skip order
1.0,special usual quit good
1.0,best dessert mix drink well snack food
1.0,tri chocol mud cake warm scoop dulc de lech gelato
0.0,good bad
1.0,realli cool stauff insid
1.0,new restaur still featur much classic furnitur make tiffin attract menu overhaul
1.0,best burger villag
1.0,visit orsay ny restaur week tri menu
1.0,would get cole slaw knish stomach space
1.0,come restaur week save much still great
1.0,would never go back
1.0,three us arriv dinner week night without reserv
1.0,blond wood decor sooth premium sake excel servic great
1.0,usual wait well worth
1.0,care say spici mean
1.0,money could easili better spend elsewher anywher
1.0,drawback toast bagel make egg bagel
1.0,alway great glass wine wait
1.0,bring appetit
1.0,wait staff pleasant fun part gorgeou wonder aesthet beautif way way cuter b way
0.0,cours atmospher lack expect hour bagel place anyway
1.0,servic good warm
1.0,dinner chicken tikka masala garlic naan
1.0,cornelia street look like broadway set west side stori insid po cool quaint realli top set romant dinner nyc
1.0,like other say expect restaur make nite romant ye busi restaur may requir wait
0.0,serious place kick ass
1.0,food good view new york citi skilin terrif even foggi raini day like go
1.0,also thin get cold quickli fill
1.0,food noth like menu descript
1.0,tri pad se ew chicken cashew nut memor repeat experi
1.0,k pizza
1.0,love would highli recommend
1.0,twice
1.0,food decent best ambienc well matter opinion may consid sweet thing think annoy
1.0,best place bring kid friend want someth differ
1.0,servic bite slow friendli
1.0,howev understand extraordinari hype restaur
1.0,small cute restaur
1.0,return
1.0,leon east villag gem casual hip well prepar basic french bistro fare good special warm live atmospher
1.0,food averag midtown sligtli better heartland breweri citi
1.0,thiu must anyon love shabu shabu
1.0,food absolut horribl
1.0,food appear cook premisi high turnov pretti fresh
1.0,restaur dirti unkempt
1.0,nice place though
0.0,warn may find difficult dine japanes restaur visit mizu
1.0,similar indian restaur use dinner special attract custom door
1.0,small restuar go earli nice quiet go late pack
1.0,peopl cart food understand speak english job give delici food point
1.0,crackl calamari salad usual cheap disast mani restaur crispi lightli dress
1.0,greatest sushi place excel eat
1.0,shockingli easi throw group dinner simpl contract deposit hold date entir nd fl mezz grp
1.0,thai ice tea amazingli smooth yummi
1.0,never problem staff mayb lucki
1.0,drink way price
1.0,main downsid place nazi like guy run constantli complain nois level
1.0,like food come right order
1.0,warn use site weari weari recommend
1.0,moder price
1.0,great time jekyl hyde pub last night
1.0,tri side side comparison
1.0,think best meal life minnow
0.0,biggest complaint un tasti food although present well
1.0,tini restaur cozi get certain parisian flair
1.0,sorri rate better
1.0,importantli food excel
1.0,buon appetito
1.0,great roofdeck nice group someth music kind quiet
0.0,move upper east side would genuin miss restaur
1.0,best part experi know manag bubbl friendli young woman great smile truli care
1.0,ok us grow villag nyc spoil plethora restaur stay open late
1.0,howev servic plain sesam crust salmon
1.0,would highli recommend
1.0,great go quick lunch either alon friend
1.0,food mediocr best horribl servic make vow never go back
1.0,lloovv place
1.0,review accur crowd nois
1.0,get pay logic mind spice great place grab cheap eat drink beauti set
1.0,final rave go check one enthusiast friend last saturday night let tell crack
1.0,place also chili rat authent
1.0,servic terribl wait everyth ask sever differ peopl thing allow serv
1.0,go last thursday
1.0,love place everytim go
1.0,go eat mani differ restaur one place go tri
1.0,littl crowd bite overpric atmospher fill energi beauti peopl cours food surpris good
1.0,order dessert drink refil offer
1.0,saul best restaur smith street brooklyn
1.0,waiter slow sweet
1.0,time dinner brunch twice lunch
1.0,go ino valentin
1.0,real kicker menu howev beef cub chicken chili lemon grass
1.0,good think would
1.0,music best among indian restaur visit
1.0,bread lamb chop meal quit good howev
1.0,alway say custom
1.0,rao best servic atmospher nyc
1.0,instead order ice cold beer work indian
1.0,good date friend
1.0,never bring us complimentari noodl ignor repeat request sugar throw dish tabl
1.0,one best chicken tikka masala
1.0,excel dumpl serv amid clean chic decor
1.0,kitchen howev almost alway slow
1.0,corn beef pastrami excel much less fatti big tourist place around time squar
1.0,cute place nice wait staff would never go
1.0,good time
1.0,also host call today thank us come mention hop girlfriend enjoy birthday unexpect truli beyond thing
0.0,peopl rude bite new york
1.0,felt worth
1.0,plain slice great get top whole slice top spars sprinkl like place
1.0,servic also horribl ambienc great
1.0,servic great takeout good
0.0,base review appear restaur overwhelm pm
1.0,pizza overpric soggi
1.0,everyth excel menu quit extens eat view side citi
0.0,pay least doubl italian restaur citi still compar
1.0,qualiti food littl expens
1.0,come look place hear good thing
1.0,live street place
1.0,horribl
0.0,fake fish tank
1.0,worth wait though
1.0,never bad servic fish fresh delici
1.0,first time go complet take live jazz band atmospher order lobster cobb salad
1.0,decid eat tea room small cute
1.0,amaz meal experi
1.0,uniqu apppet
1.0,staff alway attent kind alway amaz handl variou differ group size come
1.0,best deal town monday night dinner fine restaur
1.0,noth special place
1.0,also sandwich near come anyth like chip side
1.0,never stray
1.0,wait long dim sum like share tabl typic raucou dim sum atmospher gig sleek chinatown altern
1.0,leav kid home
1.0,place good potenti need signific amount work justifi spend much money indian food get everywher els
1.0,everyth alway cook perfect servic excel decor cool underst
1.0,break bank
1.0,thai food good
1.0,move neighborhood tri west villag sushi restaur
1.0,great select wine seafood
1.0,delici
1.0,accept price
1.0,big thumb
1.0,seat sushi bar front yasuda
1.0,live chelsea two year never notic restaur
1.0,make titl afford restaur great tast
1.0,even scoop nice diet much littl
1.0,definit worth price
1.0,orsay pleasnt throw back tradit french food french servic well
1.0,easi get tabl larg group get hustl
1.0,great food reason price
1.0,salad delici way begin meal
1.0,order tamarind duck wife order noodl grind beef delight way dish evok thai flavor unexpect way
0.0,pay
1.0,ever along river weehawken idea top view chart hous offer
1.0,love
1.0,better taiwanes restaur locat flush queen
1.0,price entre dinner even less lunch
1.0,beat price
1.0,wanna live
1.0,arigato gozima yuka
1.0,happen impress cuisin definit tri
1.0,black cod yuzu sauc wonder
0.0,price high cramp unapp restur
1.0,tuk tuk one rare choic go brooklyn
1.0,quiet dark asian bistro well worth trip
1.0,know upon visit nyc want tri orgin deli
1.0,would highli recommend place
1.0,total hipster wannab attitud otherwis sweet spot
1.0,ye might wait reserv
1.0,thank emilio
1.0,first dal bukhara rock
0.0,everyth soft bread soggi salad minut wait time incred rude servic deliv averag food
1.0,ask spici delici
1.0,terrif valu
1.0,sicilian favorit moist dri like place pizza great
1.0,downstair loung alway good attract
1.0,menu price bite expens get qualiti portion size
1.0,food amaz servic prompt help bear rush
1.0,food deliv busboy waiter get chees offer pasta water wine glass remain empti entir meal would easili spend anoth wine
1.0,takeout great sinc give high qualiti tupperwar well
1.0,food fresh sauc bland oili
0.0,beat path jewel restaur shin one block away plethora th street indian restaur
1.0,could pricey without prix fix meal
1.0,definit excel date spot ambianc weekend night scene aliv
1.0,would defiantli come back one top choic
1.0,one us actual like expresso
1.0,everyon happi choic
1.0,waitress awesom
1.0,worth trip manhattan
1.0,love everythig especi show actor
1.0,servic fast friendli food tasti best hot sauc add meal
1.0,food ok would never go back
1.0,zero ambianc boot
1.0,get littl loud pm joint get full
1.0,scalina fede remind servic integr fine din
1.0,recommend thai popcorn
1.0,wait nex time
1.0,everyth look great drink decor food even peopl
1.0,soon father lift pen check chef appear usher us
1.0,paratha kebab make order ensur level fresh unsurpass
1.0,great neighborhood joint
1.0,tuna wasab potato excel
0.0,disappoint coat check girl seem know custom realtiv non busi night coat check girl
1.0,fianc take scopa last week birthday believ food
1.0,ummm beer cold
1.0,take nyc guest vt
1.0,sometim littl cramp get littl warm hello nyc
1.0,great dessert includ best cannoli ever offer dinner drink hous
1.0,good crowd good outdoor seat hip japanes vibe
1.0,even prix fix price restaur worth
1.0,ask move take half hour seat high traffic area back even though rest room practic empti
1.0,good find restaur owner imagin actual pull like case
1.0,howev popular yet slow still find draw ambianc delect reput
1.0,tank chinatown restaur display lurk myriad sad look marin life murki water tank ping clear glass healthi look creatur yet know part dim sum lover brunch
0.0,halibut salti dessert wast calori servic poor
1.0,view spectacular food great
1.0,place hard find kind pack soon boyfriend get food line reach door
1.0,good bagel good cream chees
1.0,food wonder tasti fill servic profession friendli
1.0,also extrem well price
1.0,alway great servic
1.0,happi food awsom
1.0,mani restaur citi roth steakhous quickli becom one favorit
1.0,order chicken casserol get small piec chicken dark meat bone
1.0,bite breezi mezzanin wind come track
1.0,go df valentin day dinner
1.0,recommend jelli fish drunken chicken soupi dumpl certainli stir fri blue crab
1.0,love show
0.0,around block say least
1.0,could make meal yummi dumpl dumpl menu
1.0,aesthet place like airport loung
1.0,get rip free box wine
0.0,wife eat earlier week stop rant rave food
0.0,mind pre slice low qualiti fish unfriendli staff sushi chef look like miser place
1.0,food ok noth spectacular servic aw
1.0,pizza yummi like atmoshper
1.0,mani choos wander street look window notic mani empti seat except taj mahal
1.0,also plan ask favorit roll menu
1.0,give tri enjoy
1.0,good food
1.0,say lot
1.0,roll big good sashimi fresh
1.0,pesto pizza excel thin crust pizza nice amount spici italian chees never hear
1.0,thing could get attent one least two cat run around keep bat tabl
0.0,thai cannot miss great restaur
1.0,go ballato like come home eat kitchen absolut delight
1.0,tri spici shrimp appet greatest valu world worth price lamb vindaloo great
1.0,howev go ambienc consid food companion trip across world
1.0,think one underr place citi
1.0,towner get big thrill locat
1.0,everyon ever come becom convert return regularli friend
1.0,food good great worth wait anoth visit
1.0,go least time month never disappoint
1.0,obvious chines translat place mean big wong actual mean great prosper
1.0,think restaur loud full romant
1.0,mani dinner alway perfect date husband mom girlfriend larger group
1.0,want piec beef head
0.0,delic spice onion egg kick ass roti
1.0,incred food agreabl price bring back everi day authent thai restaur
1.0,actual give patroon anoth chanc write second visit even wors
1.0,also want sit certain tabl
1.0,unbeliev
1.0,littl pricey realli hit spot sunday morn
1.0,live columbia univers area year kid teen
1.0,menu lot option hope go back tri potato pancak
1.0,soon wake saturday sunday first thing mind get fri dumpl
1.0,staff friendliest compet stickler servic everyth els place make
1.0,wife usual order one primi one secondi split tend offer larg portion
1.0,restaur way overhyp
1.0,overhear comment employe deliv din area sit lectur anoth custom
1.0,delici crab cake
1.0,top list del frisco steakhous
1.0,cannot imagin rush eat
0.0,worst din experi ever
1.0,come year noth good thing say servic great staff la lanterna
1.0,bring someon speak cantones waiter may understand
0.0,think die go heaven
0.0,someplac would seek tri area certainli stop
1.0,bruschetta panini yummi
1.0,food okay noth great
1.0,everi waitress custom pass bump chair
1.0,go sinc open get enough
1.0,alway popular alway full alway wait
0.0,fact miss
1.0,recent tri suan think great
1.0,littl nois think parti
1.0,run sichuan chef start chain chinatown
1.0,get feel settl groov ago
1.0,omakas showcas techniqu varieti serv almost item bbq ed spici tuna roll wrap fresh nori seem rather limp perform
1.0,wait summer serv outsid gigant patio
1.0,best pastrami ever great portion without ridicul
1.0,someon appreci thing hope food spare share kai may best option
1.0,go drink
1.0,get special prune
1.0,definit recommend littl place
1.0,neighborhood mean come
1.0,first cours good chocol sampler rich dessert wine far sweet
1.0,butter melt white wine warm chees ooz everywher
1.0,parti privat room make truli memor help plan
1.0,favor walk extra avenu joe eat
1.0,cannot ambienc place cramp guest sit aisl
1.0,eat shabu tatsu least time alway want go back
0.0,disappoint pre fix menu choic per cours restaur offer choic end order la cart
1.0,authent pakistani food
1.0,staff alway friendli without seem grate chef greet us coupl occas
1.0,get togeth
1.0,eggplant parmesan also great friend grow manhattan claim one serv better bake ziti meatsauc
1.0,qualiti ingredi prepar around fair price nyc
1.0,servic good prompt attent non intrus
1.0,entre hot pot seafood full imit crabmeat coupl piec shrimp squid unnecessarili heat burner
1.0,begin chees fondu artisan blend add appl kielbasa dip
1.0,crappi part town find good valu lunch place great
0.0,curri slurri crap regular run mill food
1.0,fact leav place saw two peopl look menu help tell food horribl
0.0,even though restaur pack seat promptli even ask tabl upstair problem
1.0,want american chines food usual wateri gener white sauc place
1.0,bread soft paratha bread unlik plain bread use calcutta stuff tandoori style flavor
1.0,servic friendli price good deliveri time littl slow way pizza tast will overlook
1.0,food get pricey prix fix tast menu greatest food good price cater food food allergi food like
1.0,servic excel decor great food delici come larg portion
1.0,word wise hoboken health inspector clue find cleanest restaur town
1.0,excel servic
1.0,food howev one might expect
1.0,love thai noodl shrimp chicken coconut juic must
1.0,must give yon yon star
1.0,pizza realli good
1.0,possibl drawback last point date post addit menu item write chines
1.0,food averag would say even chain restaur baluchi tast better
0.0,place small cramp food fantast
1.0,food tasti portion size appropri
1.0,littl crowd move line realli fast
1.0,enjoy
1.0,kosher dill perfect compliment unforget sandwich give plenti
0.0,kudo po
1.0,entertain great show go dinner
1.0,boyfriend ny day pasti place come recommend
1.0,food cheap waiter nice
1.0,food good even order wait incred
0.0,bartend recent visit incred rude never go back
1.0,sushi kamikaz roll fresh well present
1.0,authent thai food look toon
1.0,true feel like scene goodfella
1.0,read review say opposit experi last sunday
1.0,highlight night mayonaiss side fri receiv one food runner good consid bill nearli
1.0,choos go one special brais lamb shank red wine excel
1.0,anyon doubt know enough win pleas check wine list
1.0,never
1.0,concern slighli busi waitstaff order throw food rush
1.0,ice tea
1.0,park avenu expect much
1.0,small serv main entre salmon wasnt impress girlfriend chicken good
0.0,rude
1.0,actual get salad worth u take home add lettuc
1.0,ambienc romant definit good place bring date
1.0,fast
1.0,far popular bar restaur tabl waiter bartend greatli enjoy unobtrus atmospher
1.0,food good price better fri dumpl
1.0,much better place ny better price
1.0,neighborhoodi quick suffici
1.0,obv caviar top line rest menu divers give chanc tast manydiffer varieti
1.0,eat week ago find dish averag best expens
1.0,everyth delici though gf come week sometim get addict
1.0,could without cigar smoke
1.0,still tri sinc end love food could one best din experi
1.0,wait one hour food
1.0,guest enjoy pizza santa fe chop salad fish chip
1.0,ambienc calm quiet
0.0,time extrem dissappoint servic boarderlin rude
1.0,stay away latter sinc go second hint hint
1.0,make best pizza ny mayb anywher
1.0,spici tuna roll huge probabl best price rang
1.0,price qualiti fish alon keep us make return visit
1.0,waiter peopl help attent genuin
1.0,place bistro mean simpl dish wine serv effici bustl atmospher
1.0,one best comfort food place citi
1.0,overal ingredi techniqu encourag enough return lunch dinner see whether bold flavour palett improv
1.0,huge pastrami sandwich roll
1.0,though undoubtedli seat tabl seem like bare enough room matter size parti warm atomospher worth cramp quarter fun forget tight spot
1.0,fish fresh rice tast old stale
1.0,consid price lunch special dish ridicul small
1.0,pinnacl indian fast food fast food opinion
0.0,besid bad servic less money tip
1.0,need go four star restaur anymor
1.0,wine list also realli nice
1.0,thank friend recommend restaur certainli recommend other
0.0,plan stop next week well
1.0,servic devin oyster sensual come price beat
1.0,compar ess tal offer less doughi bagel
1.0,ballato consist delici authent italian food
1.0,servic attent yet discreet
1.0,retir hipster say degre certainti last year lucki strike best lay back late night citi
1.0,price dress atmospher expect get
